Geneid	gene	Metastatic..N.58.	Normal..N.52.	Tumor..N.491.	BMI1_1_sorted.bam	BMI1_2_sorted.bam	Length	BMI1_1_rpkm	BMI1_2_rpkm	rank1	rank2	gene_name	T_id
ENSG00000230515.1		0.007607436	0.007251528	0.005511759	0	0	469	0	0	9815	9720	 gene_name AC092580.3	 cmp_ref T183914
ENSG00000230516.1		0.002840341	0.000772513	0.001032462	0	0	839	0	0	9815	9720	 gene_name RP11-555J4.3	 cmp_ref T357148
ENSG00000230526.1		0.03689495	0.01929953	0.02094069	0	0	525	0	0	9815	9720	 gene_name RP11-472G21.2	 cmp_ref T043663
ENSG00000230533.1		0.15291795	0.06875745	0.12825097	0	0	523	0	0	9815	9720	 gene_name RP11-95M15.1	 cmp_ref T312196
ENSG00000230537.1		0.5002698	0.2595931	0.4759968	0	0	815	0	0	9815	9720	 gene_name RP11-305L7.1	 cmp_ref T362303
ENSG00000230550.1	ERLNC1	0.03276587	0.01853267	0.01225194	0	0	1126	0	0	9815	9720	 gene_name RP11-74C13.3	 cmp_ref T028564
ENSG00000230563.2		0.040232279	0.017171367	0.008929029	0	1	1964	0	0.050916497	9815	3737	 gene_name RP5-828H9.1	 cmp_ref T213226
ENSG00000230563.2		0.040232279	0.017171367	0.008929029	0	1	1964	0	0.050916497	9815	3737	 gene_name RP5-828H9.1	 cmp_ref T213228
ENSG00000230563.2		0.040232279	0.017171367	0.008929029	0	1	1964	0	0.050916497	9815	3737	 gene_name RP5-828H9.1	 cmp_ref T213226
ENSG00000230563.2		0.040232279	0.017171367	0.008929029	0	1	1964	0	0.050916497	9815	3737	 gene_name RP5-828H9.1	 cmp_ref T213228
ENSG00000230573.1	LINC02639	0.000410346	0.000267966	0.000614313	0	0	536	0	0	9815	9720	 gene_name RP11-464C19.2	 cmp_ref T035917
ENSG00000230575.1		0.002404821	0.000998131	0.001977763	0	0	381	0	0	9815	9720	 gene_name RP11-369F10.2	 cmp_ref T044445
ENSG00000230587.1	LINC02580	0.1633108	0.1371184	0.105741	0	0	952	0	0	9815	9720	 gene_name AC093609.1	 cmp_ref T188502
ENSG00000230623.2		0.603434741	0.010932459	0.009034983	0	0	507	0	0	9815	9720	 gene_name RP11-469A15.2	 cmp_ref T027630
ENSG00000230627.1		0.002549478	0.005740669	0.007257654	0	0	448	0	0	9815	9720	 gene_name RP1-155D22.1	 cmp_ref T314987
ENSG00000230628.1		0.110252059	0.003603193	0.002224415	0	0	3564	0	0	9815	9720	 gene_name RP4-781K5.6	 cmp_ref T033230
ENSG00000230631.1		0.018637555	0.003118565	0.010651314	0	0	470	0	0	9815	9720	 gene_name RP11-359N11.1	 cmp_ref T297792
ENSG00000230647.1		0.007662567	0.005121559	0.006143099	0	0	804	0	0	9815	9720	 gene_name AC022816.2	 cmp_ref T142092
ENSG00000230668.1		0.005804722	0.002149179	0.005459593	0	0	323	0	0	9815	9720	 gene_name XXyac-YR29IB3.1	 cmp_ref T380914
ENSG00000230680.2		0	0.000688	4.98E-05	0	0	540	0	0	9815	9720	 gene_name AC004869.2	 cmp_ref T323382
ENSG00000230684.1		0.03931434	0.01590595	0.01683426	0	0	266	0	0	9815	9720	 gene_name RP11-409K20.6	 cmp_ref T367644
ENSG00000230686.1		0.002415124	0.00363907	0.000842438	0	0	623	0	0	9815	9720	 gene_name AC067945.2	 cmp_ref T204801
ENSG00000230690.1		0.001564835	0.000793678	0.001194804	0	0	561	0	0	9815	9720	 gene_name AC013402.5	 cmp_ref T195898
ENSG00000230694.1		0.002031167	0.00037549	0.001074888	0	0	455	0	0	9815	9720	 gene_name RP11-62F24.1	 cmp_ref T356122
ENSG00000230695.1		0.10517698	0.06395772	0.04685025	0	0	131	0	0	9815	9720	 gene_name AC012462.1	 cmp_ref T207130
ENSG00000230709.1		0.021474199	0.008484565	0.007820329	0	0	2201	0	0	9815	9720	 gene_name AC104024.1	 cmp_ref T142854
ENSG00000230710.1	LINC00332	0.003269391	0.002884057	0.001490961	0	0	834	0	0	9815	9720	 gene_name LINC00332	 cmp_ref T093305
ENSG00000230741.1		0.01345179	0.01528253	0.01235563	0	0	484	0	0	9815	9720	 gene_name SC22CB-1D7.1	 cmp_ref T232652
ENSG00000230746.1		0.003333745	0.077776885	0.016004391	0	0	672	0	0	9815	9720	 gene_name AC006007.1	 cmp_ref T335091
ENSG00000230749.4	MEIS1-AS2	0.009263651	0.037427887	0.018526175	0	0	1029	0	0	9815	9720	 gene_name MEIS1-AS2	 cmp_ref T190887
ENSG00000230782.1		0.007848551	0.003644056	0.003665468	0	0	2602	0	0	9815	9720	 gene_name RP11-508N12.2	 cmp_ref T364295
ENSG00000230806.1	SRGAP2-AS1	0.009244295	0.00250101	0.004327228	0	0	2649	0	0	9815	9720	 gene_name SRGAP2-AS1	 cmp_ref T018603
ENSG00000230831.1		0.010311201	0.000911651	0.000737152	0	0	553	0	0	9815	9720	 gene_name AC007349.7	 cmp_ref T321727
ENSG00000230838.1	LINC01614	1.52435	0.2290904	0.1441815	0	0	648	0	0	9815	9720	 gene_name AC093850.2	 cmp_ref T207212
ENSG00000230848.1		0.005808329	0.000827572	0.004249841	0	0	380	0	0	9815	9720	 gene_name RP11-379C10.1	 cmp_ref T366978
ENSG00000230852.1		0.01641743	0.05902044	0.01555803	0	0	340	0	0	9815	9720	 gene_name RP11-51G5.1	 cmp_ref T307429
ENSG00000230864.1		0.001066171	0	0.000257661	0	1	931	0	0.107411386	9815	3250	 gene_name RP5-936J12.1	 cmp_ref T016287
ENSG00000230941.1		0.002363345	0	0.000358179	0	0	398	0	0	9815	9720	 gene_name AC002386.1	 cmp_ref T331110
ENSG00000230943.1	LINC02541	0.4962465	1.0677708	0.5283505	0	0	637	0	0	9815	9720	 gene_name RP11-367G18.1	 cmp_ref T309976
ENSG00000230943.1	LINC02541	0.4962465	1.0677708	0.5283505	0	0	637	0	0	9815	9720	 gene_name RP11-367G18.1	 cmp_ref T309947
ENSG00000230943.1	LINC02541	0.4962465	1.0677708	0.5283505	0	0	637	0	0	9815	9720	 gene_name RP11-367G18.1	 cmp_ref T309976
ENSG00000230943.1	LINC02541	0.4962465	1.0677708	0.5283505	0	0	637	0	0	9815	9720	 gene_name RP11-367G18.1	 cmp_ref T309947
ENSG00000230952.1		0.018098004	0.000829383	0.000782098	0	0	1061	0	0	9815	9720	 gene_name AC099344.2	 cmp_ref T184654
ENSG00000230991.1		0.001513911	0.016326115	0.00467611	0	0	393	0	0	9815	9720	 gene_name AC092625.1	 cmp_ref T201280
ENSG00000231013.1		0.22719642	0.018124933	0.008692123	0	0	2089	0	0	9815	9720	 gene_name AC013275.2	 cmp_ref T197828
ENSG00000231013.1		0.22719642	0.018124933	0.008692123	0	0	2089	0	0	9815	9720	 gene_name AC013275.2	 cmp_ref T197826
ENSG00000231013.1		0.22719642	0.018124933	0.008692123	0	0	2089	0	0	9815	9720	 gene_name AC013275.2	 cmp_ref T197828
ENSG00000231013.1		0.22719642	0.018124933	0.008692123	0	0	2089	0	0	9815	9720	 gene_name AC013275.2	 cmp_ref T197826
ENSG00000231015.1		0.002839766	0.002244506	0.000691976	0	0	805	0	0	9815	9720	 gene_name RP5-860P4.2	 cmp_ref T215433
ENSG00000231052.1		0.006788473	0.003494978	0.002511654	0	0	206	0	0	9815	9720	 gene_name RP11-91N2.3	 cmp_ref T354967
ENSG00000231054.1		0.05547427	0.02575533	0.02997936	0	0	553	0	0	9815	9720	 gene_name AC009236.2	 cmp_ref T188758
ENSG00000231056.1	LINC02522	0.04910357	0.1306913	0.10973881	0	0	256	0	0	9815	9720	 gene_name RP1-290I10.5	 cmp_ref T297233
ENSG00000231057.3		0.083115031	0.009626291	0.02099631	0	0	2452	0	0	9815	9720	 gene_name RP11-122M14.1	 cmp_ref T029958
ENSG00000231098.1		0.021202616	0.007316937	0.019154627	0	0	414	0	0	9815	9720	 gene_name AC008154.4	 cmp_ref T333612
ENSG00000231105.1		0.1161396	0.04917016	0.05316254	0	0	2479	0	0	9815	9720	 gene_name RP5-1071N3.1	 cmp_ref T005057
ENSG00000231106.2	LINC01436	0.7588021	0.1624221	0.1958875	0	0	1048	0	0	9815	9720	 gene_name LINC01436	 cmp_ref T225625
ENSG00000231107.1	LINC01508	0.043205712	0.034445737	0.004706987	0	0	1597	0	0	9815	9720	 gene_name LINC01508	 cmp_ref T362204
ENSG00000231107.1	LINC01508	0.043205712	0.034445737	0.004706987	0	0	1597	0	0	9815	9720	 gene_name LINC01508	 cmp_ref T362203
ENSG00000231114.1		0.001525556	0.000364234	0.000861558	0	0	1890	0	0	9815	9720	 gene_name AC078842.4	 cmp_ref T334088
ENSG00000231156.1		0.264988	0.2512568	0.140338	0	0	367	0	0	9815	9720	 gene_name AC093702.1	 cmp_ref T188731
ENSG00000231172.2		0.037519244	0.043265219	0.001926991	0	0	1185	0	0	9815	9720	 gene_name AC007099.1	 cmp_ref T192327
ENSG00000231175.1	LINC01720	0.001318599	0.000341705	0.000300464	0	0	2216	0	0	9815	9720	 gene_name RP11-463J7.2	 cmp_ref T026894
ENSG00000231178.1		0.017934214	0.000341975	0.001743274	0	0	420	0	0	9815	9720	 gene_name RP11-125D12.1	 cmp_ref T314426
ENSG00000231188.1		0.02838035	0.02499807	0.0283018	0	0	471	0	0	9815	9720	 gene_name RP11-34D15.2	 cmp_ref T047163
ENSG00000231208.4	ZBTB46-AS1	0.108997948	0.006974498	0.005333798	0	0	533	0	0	9815	9720	 gene_name ZBTB46-AS1	 cmp_ref T222628
ENSG00000231210.2	LINC01510	0.002368439	0.008089035	0.002427851	0	0	941	0	0	9815	9720	 gene_name LINC01510	 cmp_ref T331703
ENSG00000231210.2	LINC01510	0.002368439	0.008089035	0.002427851	0	0	941	0	0	9815	9720	 gene_name LINC01510	 cmp_ref T331692
ENSG00000231210.2	LINC01510	0.002368439	0.008089035	0.002427851	0	0	941	0	0	9815	9720	 gene_name LINC01510	 cmp_ref T331695
ENSG00000231210.2	LINC01510	0.002368439	0.008089035	0.002427851	0	0	941	0	0	9815	9720	 gene_name LINC01510	 cmp_ref T331703
ENSG00000231210.2	LINC01510	0.002368439	0.008089035	0.002427851	0	0	941	0	0	9815	9720	 gene_name LINC01510	 cmp_ref T331692
ENSG00000231210.2	LINC01510	0.002368439	0.008089035	0.002427851	0	0	941	0	0	9815	9720	 gene_name LINC01510	 cmp_ref T331695
ENSG00000231210.2	LINC01510	0.002368439	0.008089035	0.002427851	0	0	941	0	0	9815	9720	 gene_name LINC01510	 cmp_ref T331703
ENSG00000231210.2	LINC01510	0.002368439	0.008089035	0.002427851	0	0	941	0	0	9815	9720	 gene_name LINC01510	 cmp_ref T331692
ENSG00000231210.2	LINC01510	0.002368439	0.008089035	0.002427851	0	0	941	0	0	9815	9720	 gene_name LINC01510	 cmp_ref T331695
ENSG00000231212.1		0.032829217	0.003593345	0.005636227	0	0	787	0	0	9815	9720	 gene_name RP11-111F5.3	 cmp_ref T359045
ENSG00000231217.1		0.04758361	0.0456694	0.06937863	0	0	517	0	0	9815	9720	 gene_name RP11-1M18.1	 cmp_ref T370985
ENSG00000231221.1	LINC01593	0.17828898	0.02907421	0.06946328	0	0	388	0	0	9815	9720	 gene_name AC023672.2	 cmp_ref T196377
ENSG00000231236.2		0.006759178	0.006026003	0.005333541	0	0	2603	0	0	9815	9720	 gene_name AP001604.3	 cmp_ref T224605
ENSG00000231238.1	LINC00349	0	0	2.87E-05	0	0	841	0	0	9815	9720	 gene_name LINC00349	 cmp_ref T090593
ENSG00000231246.1		0.06873182	0.76495683	0.30270353	0	0	547	0	0	9815	9720	 gene_name RP5-965F6.2	 cmp_ref T017484
ENSG00000231255.1		0.13903722	0.07326697	0.20369318	0	0	269	0	0	9815	9720	 gene_name AC005009.1	 cmp_ref T327781
ENSG00000231265.1	TRERNA1	0.031764924	0.006092155	0.003531077	0	0	462	0	0	9815	9720	 gene_name TRERNA1	 cmp_ref T219604
ENSG00000231291.3		0.010695636	0.001325005	0.001347484	0	0	1676	0	0	9815	9720	 gene_name RP11-445O3.1	 cmp_ref T278238
ENSG00000231327.1	LINC01816	1.5154893	0.7682623	0.9732243	0	0	662	0	0	9815	9720	 gene_name AC016700.5	 cmp_ref T191363
ENSG00000231364.1	LINC01712	0.079753191	0	0.000984596	0	0	736	0	0	9815	9720	 gene_name RP11-413G15.1	 cmp_ref T013991
ENSG00000231394.1		0.03256241	0.01680115	0.01625546	0	0	543	0	0	9815	9720	 gene_name RP11-310H4.3	 cmp_ref T324483
ENSG00000231405.1		0.008077518	0.001514638	0.002848833	0	0	473	0	0	9815	9720	 gene_name CTA-992D9.7	 cmp_ref T231498
ENSG00000231420.1	LINC01817	0.003575824	0.008217901	0.009068765	0	0	564	0	0	9815	9720	 gene_name AC113610.1	 cmp_ref T200842
ENSG00000231424.2		0.1507655	0.1319812	0.0755506	0	0	416	0	0	9815	9720	 gene_name RP1-45C12.1	 cmp_ref T024974
ENSG00000231476.1		0.004053075	0.002933841	0.00308092	0	0	437	0	0	9815	9720	 gene_name AC074389.5	 cmp_ref T317364
ENSG00000231487.1		0.000576814	0.000418518	0.001104867	0	0	588	0	0	9815	9720	 gene_name AP006285.7	 cmp_ref T052800
ENSG00000231492.2		0.001408892	0.001286241	0.000615798	0	0	872	0	0	9815	9720	 gene_name AP003774.5	 cmp_ref T060725
ENSG00000231510.1		0.004625216	0.001258373	0.050019171	0	0	449	0	0	9815	9720	 gene_name RP11-542C10.1	 cmp_ref T001922
ENSG00000231528.2	FAM225A	0.15617245	0.03879679	0.03059942	0	0	6100	0	0	9815	9720	 gene_name FAM225A	 cmp_ref T364955
ENSG00000231528.2	FAM225A	0.15617245	0.03879679	0.03059942	0	0	6100	0	0	9815	9720	 gene_name FAM225A	 cmp_ref T364957
ENSG00000231529.1		0.007722192	0.000980542	0.000373524	0	0	390	0	0	9815	9720	 gene_name RP11-410C4.4	 cmp_ref T030824
ENSG00000231530.1		0.1297631	0.354612	0.153943	0	1	363	0	0.275482094	9815	2167	 gene_name RP11-187A9.3	 cmp_ref T093526
ENSG00000231533.1		0.000715542	0.004859839	0.012600336	0	0	474	0	0	9815	9720	 gene_name RP1-232L24.3	 cmp_ref T307052
ENSG00000231538.1	DPP10-AS3	0	0	0.000314263	0	0	665	0	0	9815	9720	 gene_name DPP10-AS3	 cmp_ref T197429
ENSG00000231539.1		0.050305781	0.004756082	0.03592707	0	0	561	0	0	9815	9720	 gene_name AC010132.10	 cmp_ref T322316
ENSG00000231560.1	CLEC12A-AS1	0.009632608	0.004258441	0.002860464	0	0	3956	0	0	9815	9720	 gene_name AC091814.3	 cmp_ref T073718
ENSG00000231589.1		0.013057888	0.003456451	0.002491067	0	0	558	0	0	9815	9720	 gene_name AC009110.1	 cmp_ref T133657
ENSG00000231612.1		0.04006135	0.02561125	0.02910944	0	0	447	0	0	9815	9720	 gene_name RP11-522M21.3	 cmp_ref T034534
ENSG00000231613.1		0.12009677	0.01761689	0.02256055	0	0	509	0	0	9815	9720	 gene_name RP5-943J3.1	 cmp_ref T014836
ENSG00000231620.1		0.000675931	0.000268629	0.000175938	0	0	636	0	0	9815	9720	 gene_name AP000855.4	 cmp_ref T224008
ENSG00000231626.1		0.000911815	0	0.000120552	0	0	437	0	0	9815	9720	 gene_name AC013402.4	 cmp_ref T195876
ENSG00000231636.1	AGBL5-AS1	0.12521025	0.09501928	0.09715775	0	1	407	0	0.245700246	9815	2292	 gene_name AGBL5-AS1	 cmp_ref T186602
ENSG00000231638.1	LUARIS	0.05222355	0.01730676	0.0162095	0	0	2916	0	0	9815	9720	 gene_name AC011738.4	 cmp_ref T322420
ENSG00000231648.1	LINC01698	0.5497897	0.2080072	0.2301982	0	0	892	0	0	9815	9720	 gene_name RP11-372M18.2	 cmp_ref T029593
ENSG00000231652.2		0.12641599	0.14038806	0.07442737	0	1	1973	0	0.050684237	9815	3740	 gene_name RP11-553A21.3	 cmp_ref T306647
ENSG00000231671.1	LINC01307	0.002084064	0.000189577	0.000527394	0	0	1238	0	0	9815	9720	 gene_name LINC01307	 cmp_ref T016218
ENSG00000231671.1	LINC01307	0.002084064	0.000189577	0.000527394	0	0	1238	0	0	9815	9720	 gene_name LINC01307	 cmp_ref T016218
ENSG00000231674.1	LINC00410	0.002190693	0.000253986	0.000223095	0	0	2018	0	0	9815	9720	 gene_name LINC00410	 cmp_ref T097484
ENSG00000231680.1		0.06031549	0.08077417	0.07028815	0	0	985	0	0	9815	9720	 gene_name AP003774.6	 cmp_ref T060715
ENSG00000231682.1	LINC01891	0.07749863	0.01193039	0.01454101	0	0	538	0	0	9815	9720	 gene_name AC097713.4	 cmp_ref T210092
ENSG00000231714.1		0.001954055	0	0.003304873	0	0	440	0	0	9815	9720	 gene_name RP11-476H20.1	 cmp_ref T027155
ENSG00000231720.1		0.026060482	0.003260375	0.004310878	0	0	579	0	0	9815	9720	 gene_name RP11-568A7.3	 cmp_ref T315353
ENSG00000231724.1		0.026569417	0.007151912	0.009417883	0	0	540	0	0	9815	9720	 gene_name RP11-573D15.3	 cmp_ref T256553
ENSG00000231728.3	TMSB15B-AS1	0.05985446	0.06973954	0.05882515	0	0	1311	0	0	9815	9720	 gene_name LL0XNC01-116E7.2	 cmp_ref T378206
ENSG00000231740.1		0.005071721	0.001831031	0.006451632	0	0	395	0	0	9815	9720	 gene_name RP11-63G10.2	 cmp_ref T011934
ENSG00000231756.1		0.006767766	0.002200926	0.002700167	0	0	414	0	0	9815	9720	 gene_name RP11-183I6.2	 cmp_ref T356114
ENSG00000231758.2		0.031669129	0.003108234	0.002089368	0	0	735	0	0	9815	9720	 gene_name AC092652.1	 cmp_ref T200412
ENSG00000231758.2		0.031669129	0.003108234	0.002089368	0	0	735	0	0	9815	9720	 gene_name AC092652.1	 cmp_ref T200411
ENSG00000231758.2		0.031669129	0.003108234	0.002089368	0	0	735	0	0	9815	9720	 gene_name AC092652.1	 cmp_ref T200412
ENSG00000231758.2		0.031669129	0.003108234	0.002089368	0	0	735	0	0	9815	9720	 gene_name AC092652.1	 cmp_ref T200411
ENSG00000231863.1		0.06404496	0.0517938	0.06854757	0	0	573	0	0	9815	9720	 gene_name RP3-428L16.1	 cmp_ref T314732
ENSG00000231873.1		0.04939404	0.02303388	0.0219606	0	0	500	0	0	9815	9720	 gene_name RP11-761N21.1	 cmp_ref T240699
ENSG00000231877.1		0.004321012	0.014619393	0.001805145	0	0	2900	0	0	9815	9720	 gene_name RP11-177F15.1	 cmp_ref T033752
ENSG00000231883.1		0.013884993	0.002691523	0.003336256	0	0	804	0	0	9815	9720	 gene_name RP1-297M16.2	 cmp_ref T313650
ENSG00000231901.1		2.9268951	0.1100867	0.3284629	0	0	625	0	0	9815	9720	 gene_name RP11-281A20.1	 cmp_ref T365619
ENSG00000231902.1		0.005159768	0.000682027	0.00640145	0	0	501	0	0	9815	9720	 gene_name RP11-29B9.2	 cmp_ref T355502
ENSG00000231914.1	LINC00387	0	0	0.00024171	0	0	458	0	0	9815	9720	 gene_name LINC00387	 cmp_ref T090612
ENSG00000231944.1	PHKA1-AS1	0.02705185	0.01432662	0.02234477	0	0	598	0	0	9815	9720	 gene_name PHKA1-AS1	 cmp_ref T376277
ENSG00000231951.1		0	0	0.000424317	0	0	565	0	0	9815	9720	 gene_name AC004837.4	 cmp_ref T322036
ENSG00000231953.1		0.007013595	0.004351235	0.004684043	0	0	420	0	0	9815	9720	 gene_name RP4-706G24.1	 cmp_ref T005837
ENSG00000231955.1		0	0	0	0	0	1411	0	0	9815	9720	 gene_name GCSHP3	 cmp_ref T206257
ENSG00000231963.1		0.232601147	0.004702983	0.014517868	0	0	1167	0	0	9815	9720	 gene_name RP11-493K23.4	 cmp_ref T376314
ENSG00000231969.1		0.03838908	0.14974622	0.14580473	0	0	1022	0	0	9815	9720	 gene_name AC144449.1	 cmp_ref T200806
ENSG00000231979.1		0.005862686	0.002500656	0.00239137	0	0	443	0	0	9815	9720	 gene_name RP11-35L17.3	 cmp_ref T033850
ENSG00000231990.1		0.21214728	0.008401305	0.034869179	0	0	391	0	0	9815	9720	 gene_name RP11-53B5.1	 cmp_ref T362751
ENSG00000232010.1		0.001424915	0.002762963	0.006515189	0	0	523	0	0	9815	9720	 gene_name AP001059.5	 cmp_ref T227586
ENSG00000232023.2	LINC01807	0.032788683	0.01036391	0.009086942	0	0	676	0	0	9815	9720	 gene_name AC009410.1	 cmp_ref T209182
ENSG00000232063.1		0.14176609	0.16281563	0.07016325	0	0	2162	0	0	9815	9720	 gene_name RP11-307E17.8	 cmp_ref T362857
ENSG00000232073.1		0	0	0	0	0	567	0	0	9815	9720	 gene_name RP1-302D9.3	 cmp_ref T232633
ENSG00000232086.1		0.00535	0	8.17E-05	0	0	337	0	0	9815	9720	 gene_name RP11-141J10.1	 cmp_ref T360166
ENSG00000232100.1	LINC01653	0.004087851	0.000953338	0.000794522	0	0	1728	0	0	9815	9720	 gene_name RP11-152L7.2	 cmp_ref T030533
ENSG00000232117.1	LINC00384	0.005951621	0.001107322	0.001137053	0	0	6852	0	0	9815	9720	 gene_name LINC00384	 cmp_ref T092323
ENSG00000232121.1		0.00980562	0.003679217	0.00091341	0	0	499	0	0	9815	9720	 gene_name RP13-30A9.1	 cmp_ref T221926
ENSG00000232124.1		0.052407678	0.001632424	0.008221375	0	0	799	0	0	9815	9720	 gene_name AP001057.1	 cmp_ref T227546
ENSG00000232153.2		0.01644918	0.011988175	0.002345199	0	0	171	0	0	9815	9720	 gene_name AC073218.3	 cmp_ref T187566
ENSG00000232183.1		0.06767379	0	0	0	0	142	0	0	9815	9720	 gene_name RP6-27P15.2	 cmp_ref T380810
ENSG00000232188.1		0.02354079	0.01533211	0.05845304	0	0	575	0	0	9815	9720	 gene_name RP11-312J18.6	 cmp_ref T023573
ENSG00000232192.1	KIF26B-AS1	0.042213501	0.005666152	0.004904128	0	0	810	0	0	9815	9720	 gene_name RP11-62I21.1	 cmp_ref T034492
ENSG00000232194.1		0.04145974	0.05548565	0.02996046	0	0	718	0	0	9815	9720	 gene_name RP1-313L4.3	 cmp_ref T024574
ENSG00000232211.1		0.000715218	0.005595547	0.00098274	0	0	530	0	0	9815	9720	 gene_name RP11-395D3.1	 cmp_ref T361567
ENSG00000232212.1	LINC01701	0.003994005	0.011182248	0.01151619	0	0	451	0	0	9815	9720	 gene_name RP11-398M15.1	 cmp_ref T026844
ENSG00000232234.2		0.003639064	0.000609957	0.000155552	0	0	400	0	0	9815	9720	 gene_name RP11-203H2.1	 cmp_ref T296907
ENSG00000232271.1		0.002129643	0.000686647	0.001710849	0	0	381	0	0	9815	9720	 gene_name RP4-764O22.1	 cmp_ref T213368
ENSG00000232283.1	HSD17B3-AS1	0.0287471	0.01126284	0.01927668	0	0	1072	0	0	9815	9720	 gene_name RP11-240L7.4	 cmp_ref T363187
ENSG00000232301.1	LNCPRESS1	0.03689615	0.02602009	0.03063374	0	0	756	0	0	9815	9720	 gene_name RP11-132A1.3	 cmp_ref T330110
ENSG00000232306.1		0.2353717	0.3008413	0.1655176	0	0	563	0	0	9815	9720	 gene_name AC012485.2	 cmp_ref T210740
ENSG00000232325.3		0	0.001836688	0.002810087	0	0	759	0	0	9815	9720	 gene_name AC093627.7	 cmp_ref T316708
ENSG00000232328.1		0.003072052	0.000616064	0.000377917	0	0	1408	0	0	9815	9720	 gene_name AC011286.1	 cmp_ref T210355
ENSG00000232335.1		0.038732422	0.001212787	0.005624712	0	0	539	0	0	9815	9720	 gene_name RP11-435D7.3	 cmp_ref T007918
ENSG00000232363.1		0.15140249	0.04802724	0.04766258	0	0	545	0	0	9815	9720	 gene_name RP1-102D24.5	 cmp_ref T235195
ENSG00000232395.1		0.002139882	0.001505672	0.000197681	0	0	943	0	0	9815	9720	 gene_name RP3-399L15.1	 cmp_ref T310091
ENSG00000232395.1		0.002139882	0.001505672	0.000197681	0	0	943	0	0	9815	9720	 gene_name RP3-399L15.1	 cmp_ref T310092
ENSG00000232396.2		0.011193094	0.002603602	0.003519113	0	0	773	0	0	9815	9720	 gene_name RP1-76B20.11	 cmp_ref T231923
ENSG00000232413.1		0.003788584	0.001909203	0.000616745	0	0	316	0	0	9815	9720	 gene_name RP11-343J18.2	 cmp_ref T366574
ENSG00000232415.1	ELN-AS1	1.288199	3.502569	4.515103	0	0	532	0	0	9815	9720	 gene_name CTB-51J22.1	 cmp_ref T326435
ENSG00000232416.3	BPESC1	0.00560343	0.000569263	0.00125917	0	0	3522	0	0	9815	9720	 gene_name BPESC1	 cmp_ref T251343
ENSG00000232444.1		0.000871403	0.009977501	0.002529193	0	0	740	0	0	9815	9720	 gene_name AC010745.4	 cmp_ref T185214
ENSG00000232451.1		0.008504219	0.019650162	0.006416607	0	0	1536	0	0	9815	9720	 gene_name AC016768.1	 cmp_ref T185974
ENSG00000232451.1		0.008504219	0.019650162	0.006416607	0	0	1536	0	0	9815	9720	 gene_name AC016768.1	 cmp_ref T185955
ENSG00000232451.1		0.008504219	0.019650162	0.006416607	0	0	1536	0	0	9815	9720	 gene_name AC016768.1	 cmp_ref T185974
ENSG00000232451.1		0.008504219	0.019650162	0.006416607	0	0	1536	0	0	9815	9720	 gene_name AC016768.1	 cmp_ref T185955
ENSG00000232455.2	LARS2-AS1	0.022231945	0.009787106	0.01666919	0	0	575	0	0	9815	9720	 gene_name LARS2-AS1	 cmp_ref T241491
ENSG00000232465.1		0.00331962	0	0.000995631	0	0	573	0	0	9815	9720	 gene_name RP5-1022J11.2	 cmp_ref T220095
ENSG00000232494.1		0	0	0.000194076	0	0	524	0	0	9815	9720	 gene_name RP11-403N16.2	 cmp_ref T360882
ENSG00000232504.4	ST3GAL5-AS1	0.07792604	0.19355804	0.08119348	0	0	783	0	0	9815	9720	 gene_name ST3GAL5-AS1	 cmp_ref T193278
ENSG00000232524.1		0.009225774	0.013166438	0.013077737	0	0	451	0	0	9815	9720	 gene_name RP11-332K15.1	 cmp_ref T332300
ENSG00000232530.1	LIF-AS1	0.017002192	0.006017665	0.006512786	0	0	808	0	0	9815	9720	 gene_name RP1-102K2.6	 cmp_ref T232001
ENSG00000232555.1		0.10047159	0.30223103	0.05859763	0	0	510	0	0	9815	9720	 gene_name AC104088.1	 cmp_ref T202968
ENSG00000232590.1		3.0047502	0.4193323	1.6266313	0	0	624	0	0	9815	9720	 gene_name RP11-128I7.1	 cmp_ref T360422
ENSG00000232606.1	LINC01412	0.06651377	0.08087826	0.02944381	0	0	362	0	0	9815	9720	 gene_name LINC01412	 cmp_ref T200498
ENSG00000232636.2		0	0.000346967	0	0	0	666	0	0	9815	9720	 gene_name RP11-342C20.2	 cmp_ref T097198
ENSG00000232642.1		0.06253865	0.02580155	0.02971054	0	0	1190	0	0	9815	9720	 gene_name AC008073.7	 cmp_ref T186143
ENSG00000232679.1	LINC01705	0.206837527	0.006540601	0.014323278	0	0	562	0	0	9815	9720	 gene_name RP11-400N13.3	 cmp_ref T031018
